id_left,left,id_right,right,label
1186,"請加強宣導  貴屬蕉農進行抽穗蕉株花薊馬防治作業，俾確保蕉果正常外觀品質 。
",1320,"5-6月之抽穗期蕉區，適逢香蕉花薊馬危害發生期，請把握防治時機。香蕉研究所、防檢局及田邊好幫手關心您。
",like
1186,"請加強宣導  貴屬蕉農進行抽穗蕉株花薊馬防治作業，俾確保蕉果正常外觀品質 。
",1217,"蕉株抽穗時期間，請蕉農繼續做好花薊馬防治作業，俾生產外觀優良品質香蕉。
",like
1186,"請加強宣導  貴屬蕉農進行抽穗蕉株花薊馬防治作業，俾確保蕉果正常外觀品質 。
",1310,"避免造成蕉果嚴重水銹斑而影響香蕉外觀優良品質，籲請蕉農務必把握抽穗期蕉株花薊馬防治時機作業。香蕉所、防檢局及田邊好幫手關心您。
",like
1186,"請加強宣導  貴屬蕉農進行抽穗蕉株花薊馬防治作業，俾確保蕉果正常外觀品質 。
",1247,"蕉株抽穗期間，請務必加強宣導蕉農適時做好花薊馬防治作業，俾確保生產外觀優良品質香蕉。
",like
1186,"請加強宣導  貴屬蕉農進行抽穗蕉株花薊馬防治作業，俾確保蕉果正常外觀品質 。
",1176,"請加強宣導  貴社社員進行香蕉果房花薊馬防治措施，俾確保蕉果正常外觀品質。
",like
1186,"請加強宣導  貴屬蕉農進行抽穗蕉株花薊馬防治作業，俾確保蕉果正常外觀品質 。
",1289,"避免香蕉水銹斑影響香蕉外觀優良品質，香蕉所籲請蕉農把握抽穗期蕉株花薊馬防治時機作業。
",like
1186,"請加強宣導  貴屬蕉農進行抽穗蕉株花薊馬防治作業，俾確保蕉果正常外觀品質 。
",1326,"蕉株抽穗期間，籲請蕉農務必適時做好花薊馬防治作業。香蕉研究所、防檢局及田邊好幫手關心您。
",like
1186,"請加強宣導  貴屬蕉農進行抽穗蕉株花薊馬防治作業，俾確保蕉果正常外觀品質 。
",1228,"蕉株抽穗時期間，籲請蕉農適時做好花薊馬防治作業，俾生產外觀優良品質香蕉。
",like
1186,"請加強宣導  貴屬蕉農進行抽穗蕉株花薊馬防治作業，俾確保蕉果正常外觀品質 。
",1267,"香蕉所籲請蕉農於蕉株抽穗期間，把握花薊馬防治時機，繼續做好抽穗蕉株花薊馬防治作業
",like
1186,"請加強宣導  貴屬蕉農進行抽穗蕉株花薊馬防治作業，俾確保蕉果正常外觀品質 。
",1173,"請加強宣導  貴社社員香蕉果房花薊馬及成熟斑防治措施，俾確保蕉果外觀品質。
",like
1186,"請加強宣導  貴屬蕉農進行抽穗蕉株花薊馬防治作業，俾確保蕉果正常外觀品質 。
",1195,"請繼續宣導蕉農做好抽穗蕉株花薊馬防治作業，俾生產外觀優良品質香蕉。
",like
1186,"請加強宣導  貴屬蕉農進行抽穗蕉株花薊馬防治作業，俾確保蕉果正常外觀品質 。
",1237,"籲請蕉農繼續執行蕉株抽穗時期及時進行香蕉花薊馬防治作業，以確保蕉果良好外觀品質
",like
1186,"請加強宣導  貴屬蕉農進行抽穗蕉株花薊馬防治作業，俾確保蕉果正常外觀品質 。
",1315,"蕉株抽穗期間，籲請蕉農適時做好花薊馬防治作業，俾確保生產外觀優良品質。香蕉研究所、防檢局及田邊好幫手關心您。
",like
1186,"請加強宣導  貴屬蕉農進行抽穗蕉株花薊馬防治作業，俾確保蕉果正常外觀品質 。
",1193,"請宣導蕉農進行抽穗蕉株花薊馬防治工作，俾確保蕉果正常外觀品質
",like
1186,"請加強宣導  貴屬蕉農進行抽穗蕉株花薊馬防治作業，俾確保蕉果正常外觀品質 。
",1263,"籲請蕉農注意防範抽穗期蕉株花薊馬防治工作，並轉知農友參考警報防治內容。
",like
1186,"請加強宣導  貴屬蕉農進行抽穗蕉株花薊馬防治作業，俾確保蕉果正常外觀品質 。
",1300,"香蕉正值抽穗期，香蕉所籲請農友加強花薊馬防範工作，以確保香蕉品質。
",like
951,"蘇鐵一鐵樹介殼蟲危害
",956,"蘇鐵白輪盾介殼蟲防治宣導摺頁
",like
197,"葡萄露菌病已零星發生，臺中場籲請農友加強防治，以減少病害蔓延
",1066,"葡萄露菌病已發生且迅速蔓延，臺中區農業改良場籲請農友及早預防，避免損失。臺中場、防檢局及田間好幫手關心您。
",like
197,"葡萄露菌病已零星發生，臺中場籲請農友加強防治，以減少病害蔓延
",236,"葡萄露菌病已零星發生，籲請農友注意防治，以避免病害蔓延。臺中區農改場、防檢局及田邊好幫手關心您。
",like
197,"葡萄露菌病已零星發生，臺中場籲請農友加強防治，以減少病害蔓延
",522,"早晚露水重，適合葡萄露菌病發生及蔓延，台中場發佈葡萄露菌病發生警報，籲請農民加強防治
",like
197,"葡萄露菌病已零星發生，臺中場籲請農友加強防治，以減少病害蔓延
",220,"葡萄露菌病已零星發生，臺中場及防檢局籲請農友加強防治，以避免病害蔓延造成損失。
",like
222,"中部地區柑桔果實已零星出現黑星病病徵，請農友加強防治措施，避免損失。臺中農改場、防檢局及田邊好幫手關心您。
",329,"梅雨季將來臨，台南區農改場提醒農友慎防柑桔黑星病
",like
86,"水稻穗稻熱病發生，桃園場籲請農友加強水稻穗稻熱病防治工作。
",88,"水稻進入抽穗期，部份田區已零星出現穗稻熱病病徵，請加強防治避免收穫損失。桃園農改場、防檢局及田邊好幫手關心您。
",like
286,"中秋佳節受颱風影響，臺東場籲請農友注意防颱措施
",510,"苗栗水稻好發白葉枯病，籲請農友加強防治作業。苗栗縣政府、防檢局及田邊好幫手關心您。
",like
286,"中秋佳節受颱風影響，臺東場籲請農友注意防颱措施
",988,"雨後適合稻熱病發生，請持續進行監測並指導農民防治
",like
767,"入冬作物易發生露菌病，台南農改場提醒農友注意防治
",797,"氣候多變日夜溫差大極適合作物露菌病發生，臺南區農改場提醒農友注意防治
",like
767,"入冬作物易發生露菌病，台南農改場提醒農友注意防治
",776,"氣候多變　慎防蔬菜露菌病及番茄晚疫病來襲，台南區農業改良場籲注意防治以減少損失
",like
1025,"斜紋夜蛾族群量上升，呼籲農友進行防治。嘉義縣政府、防檢局及田間好幫手關心您。
",1039,"臺中市斜紋夜蛾疫情升溫，請農友加強防治。臺中市政府、防檢局及田邊好幫手關心您。
",like
1025,"斜紋夜蛾族群量上升，呼籲農友進行防治。嘉義縣政府、防檢局及田間好幫手關心您。
",1033,"本市斜紋夜蛾疫情升溫，請加強防治。臺中市政府、防檢局及田邊好幫手關心您。
",like
704,"芒果陸續進入開花期　台南場籲請果農注意芒果葉蟬及小黃薊馬之防治　以確保結果
",727,"芒果陸續進入開花期 台南區農業改良場籲注意芒果葉蟬及小黃薊馬之防治
",like
662,"東方果實蠅密度持續上升,台南區農業改良場籲請農友加強共同防治確保果品品質
",782,"東方果實蠅密度持續上升　臺南區農業改良場呼籲加強防治
",like
662,"東方果實蠅密度持續上升,台南區農業改良場籲請農友加強共同防治確保果品品質
",961,"果實蠅已進入發生高峰期，請果農立即加強防治
",like
662,"東方果實蠅密度持續上升,台南區農業改良場籲請農友加強共同防治確保果品品質
",967,"台南場發佈「果實蠅發生進入高峰期」新聞，請各單位轉知轄區內果農加強防治
",like
321,"芒果即將進入開花期，臺南區農改場請農友注意防治小黃薊馬，確保果實品質
",950,"氣溫回升，嚴防檬果小黃薊馬危害
",like
321,"芒果即將進入開花期，臺南區農改場請農友注意防治小黃薊馬，確保果實品質
",325,"芒果區小黃薊馬之密度持續上升，臺南區農改場籲加強防治
",like
823,"花蓮區作物病蟲害疫情警報第5號--水稻葉稻熱病
",835,"花蓮區作物病蟲害疫情警報第4號
",like
823,"花蓮區作物病蟲害疫情警報第5號--水稻葉稻熱病
",829,"花蓮區作物病蟲害疫情警報第三號
",like
956,"蘇鐵白輪盾介殼蟲防治宣導摺頁
",951,"蘇鐵一鐵樹介殼蟲危害
",like
1261,"請加強宣導  貴單位轄區香蕉葉部病害防治工作，以確保香蕉良好之品質及產量。
",1234,"籲請 貴單位轄區蕉農加強香蕉葉部病害防治作業，俾確保蕉株良好發育、蕉果品質及產量。
",like
1261,"請加強宣導  貴單位轄區香蕉葉部病害防治工作，以確保香蕉良好之品質及產量。
",1305,"雨季期間，請注意香蕉黑星病及葉斑病病徵，加強防範措施，以確保香蕉品質及產量。香蕉所、防檢局及田邊好幫手關心您。
",like
1261,"請加強宣導  貴單位轄區香蕉葉部病害防治工作，以確保香蕉良好之品質及產量。
",1276,"香蕉所籲請轄區蕉農繼續加強注意香蕉葉部黑星病防治作業，俾確保蕉株良好發育、蕉果品質及產量
",like
1261,"請加強宣導  貴單位轄區香蕉葉部病害防治工作，以確保香蕉良好之品質及產量。
",1323,"夏秋季節多雨期間，籲請蕉農加強香蕉葉部病害防治作業，以確保香蕉良好之品質及產量。香蕉研究所、防檢局及田邊好幫手關心您。
",like
1261,"請加強宣導  貴單位轄區香蕉葉部病害防治工作，以確保香蕉良好之品質及產量。
",1319,"請蕉農務必採行正確香蕉葉部病害防治工作，俾確保蕉株良好發育、蕉果品質及產量。香蕉研究所、防檢局及田邊好幫手關心您。
",like
1261,"請加強宣導  貴單位轄區香蕉葉部病害防治工作，以確保香蕉良好之品質及產量。
",1282,"香蕉所籲請蕉農注意梅雨季節期間香蕉葉部病害防治工作
",like
1261,"請加強宣導  貴單位轄區香蕉葉部病害防治工作，以確保香蕉良好之品質及產量。
",1302,"香蕉所表示近日晴雨不定，適合香蕉黑星病及葉斑病等病害發生，防檢局籲請農友加強注意防範。
",like
1261,"請加強宣導  貴單位轄區香蕉葉部病害防治工作，以確保香蕉良好之品質及產量。
",1298,"香蕉所表示近日溫差大露水多，香蕉黑星病及葉斑病易發生，防檢局籲請農友加強注意防範。
",like
1261,"請加強宣導  貴單位轄區香蕉葉部病害防治工作，以確保香蕉良好之品質及產量。
",1290,"避免香蕉葉部病害影響抽穗後蕉果飽熟及外觀優良品質，香蕉所籲請蕉農注意抽穗期前蕉株葉部病害防治作業
",like
1261,"請加強宣導  貴單位轄區香蕉葉部病害防治工作，以確保香蕉良好之品質及產量。
",1339,"籲請蕉農注意香蕉葉部病害防治作業，以確保蕉株良好發育、蕉果品質及產量。香蕉研究所、防檢局及田邊好幫手關心您。
",like
1261,"請加強宣導  貴單位轄區香蕉葉部病害防治工作，以確保香蕉良好之品質及產量。
",1350,"為避免香蕉葉部病害影響抽穗後蕉果飽熟及外觀品質，籲請蕉農加強香蕉葉部病害防治作業。香蕉研究所、防檢局及田邊好幫手關心您。
",like
1373,"美濃地區已發生熱稻病，請加強高屏地區防治宣導
",1382,"稻熱病蠢蠢欲動，高雄區農業改良場籲請農友及早防範
",like
1373,"美濃地區已發生熱稻病，請加強高屏地區防治宣導
",326,"水稻葉稻熱病已現蹤，臺南區農改場籲請慎防水稻葉稻熱病
",like
1373,"美濃地區已發生熱稻病，請加強高屏地區防治宣導
",676,"一期稻作進入分蘗期，請農友注意葉稻熱病及二化螟蟲的發生與防治
",like
1373,"美濃地區已發生熱稻病，請加強高屏地區防治宣導
",1126,"氣候多變溫差大，臺南區農業改良請農友慎防水稻葉稻熱病
",like
1373,"美濃地區已發生熱稻病，請加強高屏地區防治宣導
",612,"新聞稿─加強水稻葉稻熱病防治
",like
1373,"美濃地區已發生熱稻病，請加強高屏地區防治宣導
",774,"氣候多變溫差大，臺南場籲請農友慎防水稻葉稻熱病
",like
1373,"美濃地區已發生熱稻病，請加強高屏地區防治宣導
",940,"發佈水稻葉稻熱病警報
",like
1373,"美濃地區已發生熱稻病，請加強高屏地區防治宣導
",1133,"氣候多變溫差大，籲請農友提早預防水稻葉稻熱病。花蓮區農改場、防檢局及田邊好幫手關心您。
",like
1373,"美濃地區已發生熱稻病，請加強高屏地區防治宣導
",680,"一期稻作已進入抽穗期，請農友注意穗稻熱病及紋枯病的發生與防治
",like
1373,"美濃地區已發生熱稻病，請加強高屏地區防治宣導
",446,"水稻流行病(稻熱病)好發季節將至，請農友注意加強防範
",like
1373,"美濃地區已發生熱稻病，請加強高屏地區防治宣導
",1369,"請農友注意稻熱病防治工作
",like
1373,"美濃地區已發生熱稻病，請加強高屏地區防治宣導
",1361,"水稻穗稻熱病警訊
",like
1373,"美濃地區已發生熱稻病，請加強高屏地區防治宣導
",1103,"一期稻作穗稻熱病發生警報
",like
1373,"美濃地區已發生熱稻病，請加強高屏地區防治宣導
",921,"發佈水稻葉稻熱病疫情警報
",like
1373,"美濃地區已發生熱稻病，請加強高屏地區防治宣導
",1119,"台中區農業改良場籲請農民掌握時機，防治水稻穗稻熱病及白葉枯病
",like
1373,"美濃地區已發生熱稻病，請加強高屏地區防治宣導
",656,"一期稻作進入分蘗期，台南場籲請農友注意葉稻熱病及二化螟蟲的發生與防治
",like
1373,"美濃地區已發生熱稻病，請加強高屏地區防治宣導
",949,"桃園場發佈轄區內水稻葉稻熱病發生警報
",like
1337,"請蕉農儘速做好颱風前後之蕉園預防及復舊工作。香蕉研究所、防檢局及田邊好幫手關心您。
",1253,"請提醒宣導 貴單位轄區蕉農儘速進行「萊羅克」颱風後之蕉園復舊工作。
",like
1337,"請蕉農儘速做好颱風前後之蕉園預防及復舊工作。香蕉研究所、防檢局及田邊好幫手關心您。
",1324,"請儘速宣導貴單位轄區蕉農進行「莫蘭蒂」颱風後之蕉園復舊工作。香蕉研究所、防檢局及田邊好幫手關心您。
",like
891,"花蓮、宜蘭地區作物病蟲害疫情警報第2號
",188,"花蓮區水稻陸續進入分蘗終期或進入抽穗期，花蓮縣動植物防疫所提醒農友把握防治時機，避免穗稻熱病影響產量。花蓮縣動植物防疫所、防檢局及田邊好幫手關心您。
",like
891,"花蓮、宜蘭地區作物病蟲害疫情警報第2號
",289,"連日降雨且溫差大濕度高，請農友加強防範穗稻熱病，避免產量損失。
",like
891,"花蓮、宜蘭地區作物病蟲害疫情警報第2號
",817,"本所近日監測縣內水稻田區，發現已有零星穗稻熱病發生，籲請提醒轄內農民加強穗稻熱病防範工作，宜蘭縣政府、防檢局及田邊好幫手關心您。
",like
891,"花蓮、宜蘭地區作物病蟲害疫情警報第2號
",1010,"提早入梅，請加強防範水稻稻熱病發生
",like
891,"花蓮、宜蘭地區作物病蟲害疫情警報第2號
",809,"縣內已有零星稻熱病發生，籲請農友加強稻熱病防範工作。宜蘭縣政府、防檢局及田邊好幫手關心您。
",like
891,"花蓮、宜蘭地區作物病蟲害疫情警報第2號
",988,"雨後適合稻熱病發生，請持續進行監測並指導農民防治
",like
891,"花蓮、宜蘭地區作物病蟲害疫情警報第2號
",1041,"籲請農友注意防治穗稻熱病。臺南市政府、防檢局及田邊好幫手關心您。
",like
1255,"請蕉農注意抽穗蕉株花薊馬防治作業，俾生產外觀優良品質香蕉。
",1186,"請加強宣導  貴屬蕉農進行抽穗蕉株花薊馬防治作業，俾確保蕉果正常外觀品質 。
",like
1255,"請蕉農注意抽穗蕉株花薊馬防治作業，俾生產外觀優良品質香蕉。
",1320,"5-6月之抽穗期蕉區，適逢香蕉花薊馬危害發生期，請把握防治時機。香蕉研究所、防檢局及田邊好幫手關心您。
",like
1255,"請蕉農注意抽穗蕉株花薊馬防治作業，俾生產外觀優良品質香蕉。
",1217,"蕉株抽穗時期間，請蕉農繼續做好花薊馬防治作業，俾生產外觀優良品質香蕉。
",like
1255,"請蕉農注意抽穗蕉株花薊馬防治作業，俾生產外觀優良品質香蕉。
",1310,"避免造成蕉果嚴重水銹斑而影響香蕉外觀優良品質，籲請蕉農務必把握抽穗期蕉株花薊馬防治時機作業。香蕉所、防檢局及田邊好幫手關心您。
",like
1255,"請蕉農注意抽穗蕉株花薊馬防治作業，俾生產外觀優良品質香蕉。
",1247,"蕉株抽穗期間，請務必加強宣導蕉農適時做好花薊馬防治作業，俾確保生產外觀優良品質香蕉。
",like
1255,"請蕉農注意抽穗蕉株花薊馬防治作業，俾生產外觀優良品質香蕉。
",1176,"請加強宣導  貴社社員進行香蕉果房花薊馬防治措施，俾確保蕉果正常外觀品質。
",like
1255,"請蕉農注意抽穗蕉株花薊馬防治作業，俾生產外觀優良品質香蕉。
",1289,"避免香蕉水銹斑影響香蕉外觀優良品質，香蕉所籲請蕉農把握抽穗期蕉株花薊馬防治時機作業。
",like
1255,"請蕉農注意抽穗蕉株花薊馬防治作業，俾生產外觀優良品質香蕉。
",1326,"蕉株抽穗期間，籲請蕉農務必適時做好花薊馬防治作業。香蕉研究所、防檢局及田邊好幫手關心您。
",like
1255,"請蕉農注意抽穗蕉株花薊馬防治作業，俾生產外觀優良品質香蕉。
",1228,"蕉株抽穗時期間，籲請蕉農適時做好花薊馬防治作業，俾生產外觀優良品質香蕉。
",like
1255,"請蕉農注意抽穗蕉株花薊馬防治作業，俾生產外觀優良品質香蕉。
",1267,"香蕉所籲請蕉農於蕉株抽穗期間，把握花薊馬防治時機，繼續做好抽穗蕉株花薊馬防治作業
",like
1255,"請蕉農注意抽穗蕉株花薊馬防治作業，俾生產外觀優良品質香蕉。
",1195,"請繼續宣導蕉農做好抽穗蕉株花薊馬防治作業，俾生產外觀優良品質香蕉。
",like
1255,"請蕉農注意抽穗蕉株花薊馬防治作業，俾生產外觀優良品質香蕉。
",1237,"籲請蕉農繼續執行蕉株抽穗時期及時進行香蕉花薊馬防治作業，以確保蕉果良好外觀品質
",like
1255,"請蕉農注意抽穗蕉株花薊馬防治作業，俾生產外觀優良品質香蕉。
",1315,"蕉株抽穗期間，籲請蕉農適時做好花薊馬防治作業，俾確保生產外觀優良品質。香蕉研究所、防檢局及田邊好幫手關心您。
",like
1255,"請蕉農注意抽穗蕉株花薊馬防治作業，俾生產外觀優良品質香蕉。
",1193,"請宣導蕉農進行抽穗蕉株花薊馬防治工作，俾確保蕉果正常外觀品質
",like
1255,"請蕉農注意抽穗蕉株花薊馬防治作業，俾生產外觀優良品質香蕉。
",1263,"籲請蕉農注意防範抽穗期蕉株花薊馬防治工作，並轉知農友參考警報防治內容。
",like
1255,"請蕉農注意抽穗蕉株花薊馬防治作業，俾生產外觀優良品質香蕉。
",1300,"香蕉正值抽穗期，香蕉所籲請農友加強花薊馬防範工作，以確保香蕉品質。
",like
542,"氣候持續溼熱，適合水稻白葉枯病、紋枯病的發生與蔓延，臺中區農業改良場提出防治對策，籲請農友掌握防治時機
",850,"花蓮、宜蘭地區作物病蟲害疫情警報第8號
",like
542,"氣候持續溼熱，適合水稻白葉枯病、紋枯病的發生與蔓延，臺中區農業改良場提出防治對策，籲請農友掌握防治時機
",1120,"二期稻作白葉枯病發生警報
",like
542,"氣候持續溼熱，適合水稻白葉枯病、紋枯病的發生與蔓延，臺中區農業改良場提出防治對策，籲請農友掌握防治時機
",457,"颱風過後水稻紋枯病與白葉枯病容易發生，花蓮區農業改良場籲請農友適時進行防治工作
",like
542,"氣候持續溼熱，適合水稻白葉枯病、紋枯病的發生與蔓延，臺中區農業改良場提出防治對策，籲請農友掌握防治時機
",1119,"台中區農業改良場籲請農民掌握時機，防治水稻穗稻熱病及白葉枯病
",like
542,"氣候持續溼熱，適合水稻白葉枯病、紋枯病的發生與蔓延，臺中區農業改良場提出防治對策，籲請農友掌握防治時機
",911,"發佈水稻白葉枯病疫情警報
",like
542,"氣候持續溼熱，適合水稻白葉枯病、紋枯病的發生與蔓延，臺中區農業改良場提出防治對策，籲請農友掌握防治時機
",562,"請注意防治白葉枯病  確保水稻產量與品質
",like
59,"發布苗栗地區水稻葉稻熱病警報，請農友即時防治。苗栗區農改場、防檢局及田邊好幫手關心您。
",493,"苗栗農改場發布水稻葉稻熱病防治警報，提醒農友進行防治
",like
59,"發布苗栗地區水稻葉稻熱病警報，請農友即時防治。苗栗區農改場、防檢局及田邊好幫手關心您。
",475,"水稻葉稻熱病
",like
1352,"初春時期氣候乾燥，香蕉組織培養苗易發生嵌紋病危害，籲請農友及時強化防治工作。香蕉研究所、防檢局及田邊好幫手關心您。
",1342,"初春時期，香蕉組織培養苗易發生香蕉嵌紋病，籲請農友及時強化防治工作，俾確保蕉苗正常發育。香蕉研究所、防檢局及田邊好幫手關心您。
",like
1352,"初春時期氣候乾燥，香蕉組織培養苗易發生嵌紋病危害，籲請農友及時強化防治工作。香蕉研究所、防檢局及田邊好幫手關心您。
",1333,"冬末初春時節，香蕉組織培養苗易發生香蕉嵌紋病及萎縮病危害，籲請農友及時強化防治工作，俾確保蕉苗正常發育。香蕉研究所、防檢局及田邊好幫手關心您。
",like
1352,"初春時期氣候乾燥，香蕉組織培養苗易發生嵌紋病危害，籲請農友及時強化防治工作。香蕉研究所、防檢局及田邊好幫手關心您。
",1229,"近期調查香蕉組織培養苗種植蕉園，普遍發現香蕉嵌紋病病株且有漫延趨勢。務請加強宣導  貴單位蕉農社員有關上揭病害防除及田間管理工作，俾確保蕉株正常發育。
",like
1352,"初春時期氣候乾燥，香蕉組織培養苗易發生嵌紋病危害，籲請農友及時強化防治工作。香蕉研究所、防檢局及田邊好幫手關心您。
",1218,"香蕉組織培養苗初春種植期間易發生香蕉嵌紋病，對蕉苗正常成活率影響至鉅，務請加強宣導  貴單位蕉農社員有關上揭病害防除工作 (如附件)，俾確保蕉苗正常發育。
",like
1352,"初春時期氣候乾燥，香蕉組織培養苗易發生嵌紋病危害，籲請農友及時強化防治工作。香蕉研究所、防檢局及田邊好幫手關心您。
",1226,"氣候回暖，蕉株生育旺盛，香蕉組織培養苗種植期間易發生蚜蟲傳播病毒引發之香蕉嵌紋病，對蕉苗正常成活率影響至鉅。務請加強宣導  貴單位蕉農社員有關上揭病害防除工作，俾確保蕉株正常發育。
",like
800,"寒流來襲，臺南區農業改良場籲請農友加強作物防寒害措施
",219,"臺中農改場表示近來中部地區氣溫多變，加上間歇性的陰雨，防檢局籲請農友加強番茄晚疫病之防治。
",like
223,"水稻褐飛蝨、白背飛蝨及瘤野螟已零星發生，請農友加強防治措施，避免產量受損。臺中農改場、防檢局及田邊好幫手關心您。
",230,"水稻白葉枯病及飛蝨類現蹤，且正值瘤野螟成蛾盛期，籲請農民即刻防治。臺中區農改場、防檢局及田邊好幫手關心您。
",like
223,"水稻褐飛蝨、白背飛蝨及瘤野螟已零星發生，請農友加強防治措施，避免產量受損。臺中農改場、防檢局及田邊好幫手關心您。
",215,"臺中農改場表示彰化地區褐飛蝨及白背飛蝨已出現零星危害，請農友加強注意，以及時防治。
",like
307,"風雨過後，請農友加強防治柑橘潰瘍病及番荔枝炭疽病。臺東區農改場、防檢局及田邊好幫手關心您。
",297,"梅雨鋒面影響臺灣請農友加強番荔枝炭疽病防治工作。臺東區農改場、防檢局及田邊好幫手關心您。
",like
807,"二期作水稻生育初期，請注意縱捲葉蟲之防治
",566,"二期作水稻生育初期，請注意縱捲葉蟲之防治
",like
516,"荔枝椿象醒了！籲請農友配合共同藥劑防治。苗栗縣政府、防檢局及田間好幫手關心您。
",186,"荔枝椿象即將進入越冬期，籲請農友掌握荔枝椿象越冬前防治時機，以降低來年荔枝椿象成蟲之數量。防檢局及田邊好幫手關心您。
",like
516,"荔枝椿象醒了！籲請農友配合共同藥劑防治。苗栗縣政府、防檢局及田間好幫手關心您。
",436,"荔枝椿象若蟲大量發生期，臺南區農業改良場籲請加強防治。臺南區農改場、防檢局及田邊好幫手關心您。
",like
516,"荔枝椿象醒了！籲請農友配合共同藥劑防治。苗栗縣政府、防檢局及田間好幫手關心您。
",511,"荔枝椿象蠢蠢欲動，籲請農友配合共同藥劑防治。苗栗縣政府、防檢局及田邊好幫手關心您。
",like
133,"水稻葉稻熱病蠢蠢欲動，籲請農友及早防範。高雄區農改場、防檢局及田邊好幫手關心您。
",1103,"一期稻作穗稻熱病發生警報
",like
133,"水稻葉稻熱病蠢蠢欲動，籲請農友及早防範。高雄區農改場、防檢局及田邊好幫手關心您。
",171,"溫差大、稻株抵抗力弱，稻熱病已悄悄現蹤，高雄場籲請農友防範水稻葉稻熱病。高雄區農改場、防檢局及田邊好幫手關心您。
",like
133,"水稻葉稻熱病蠢蠢欲動，籲請農友及早防範。高雄區農改場、防檢局及田邊好幫手關心您。
",141,"近日降雨且氣溫變化較大，籲請農友防範水稻稻熱病之發生。高雄區農改場、防檢局及田邊好幫手關心您。
",like
1191,"請加強宣導  貴單位轄區蕉農有關香蕉組培苗生長初期嵌紋病預防措施(如附件) 
",1218,"香蕉組織培養苗初春種植期間易發生香蕉嵌紋病，對蕉苗正常成活率影響至鉅，務請加強宣導  貴單位蕉農社員有關上揭病害防除工作 (如附件)，俾確保蕉苗正常發育。
",like
986,"苗栗區農業改良場發佈水稻白葉枯病警報
",344,"早晚溫差大濕度高，臺南場籲請農友加強水稻稻熱病與白葉枯病防治。
",like
986,"苗栗區農業改良場發佈水稻白葉枯病警報
",984,"台中區農業改良場發佈水稻白葉枯病發生警報，呼籲轄區內農友發動共同防治工作，以免農作物遭受病蟲危害損失
",like
986,"苗栗區農業改良場發佈水稻白葉枯病警報
",552,"台東水稻紋枯病警報
",like
986,"苗栗區農業改良場發佈水稻白葉枯病警報
",646,"連日豪雨或雷雨，台南農改場籲請農友做好水稻紋枯病及白葉枯病防治工作 
",like
986,"苗栗區農業改良場發佈水稻白葉枯病警報
",27,"發佈水稻白葉枯病及飛蝨類蟲害防治警報，苗栗場籲請農友及民眾注意防治。
",like
986,"苗栗區農業改良場發佈水稻白葉枯病警報
",586,"水稻瘤野螟及水稻白葉枯病已開始發生臺東農改場提醒農友注意防治
",like
986,"苗栗區農業改良場發佈水稻白葉枯病警報
",691,"颱風過後連續下雨台南區農改場籲請農友做好水稻白葉枯病防治工作
",like
986,"苗栗區農業改良場發佈水稻白葉枯病警報
",476,"水稻白葉枯病警報
",like
986,"苗栗區農業改良場發佈水稻白葉枯病警報
",375,"水稻白葉枯病發生風險提高，請注意田間病徵，及早加強防範措施，避免產量損失。台南農改場、防檢局及田邊好幫手關心您。
",like
986,"苗栗區農業改良場發佈水稻白葉枯病警報
",49,"苗栗地區發布水稻白葉枯病防治警報，籲請農友注意防範。苗栗區農改場、防檢局及田邊好幫手關心您。
",like
986,"苗栗區農業改良場發佈水稻白葉枯病警報
",835,"花蓮區作物病蟲害疫情警報第4號
",like
986,"苗栗區農業改良場發佈水稻白葉枯病警報
",759,"連日大雨，台南區農改場籲加強水稻白葉枯病防治
",like
986,"苗栗區農業改良場發佈水稻白葉枯病警報
",816,"近日宜蘭防疫所監測縣內水稻田區，發現白葉枯病已現，籲請農民加強防範工作。宜蘭縣政府、防檢局及田邊好幫手關心您。
",like
986,"苗栗區農業改良場發佈水稻白葉枯病警報
",478,"水稻白葉枯病及胡麻葉枯病警報
",like
986,"苗栗區農業改良場發佈水稻白葉枯病警報
",609,"發佈新聞稿提醒農民防治銀葉粉蝨、馬鈴薯病害及水稻病蟲害
",like
986,"苗栗區農業改良場發佈水稻白葉枯病警報
",790,"颱風過後，台南農改場籲加強水稻白葉枯病防治
",like
986,"苗栗區農業改良場發佈水稻白葉枯病警報
",1119,"台中區農業改良場籲請農民掌握時機，防治水稻穗稻熱病及白葉枯病
",like
986,"苗栗區農業改良場發佈水稻白葉枯病警報
",163,"降雨頻繁，高雄場籲請農友加強水稻白葉枯病防範。高雄區農改場、防檢局及田邊好幫手關心您。
",like
986,"苗栗區農業改良場發佈水稻白葉枯病警報
",911,"發佈水稻白葉枯病疫情警報
",like
986,"苗栗區農業改良場發佈水稻白葉枯病警報
",470,"發佈穗稻熱病及白葉枯病警報
",like
986,"苗栗區農業改良場發佈水稻白葉枯病警報
",562,"請注意防治白葉枯病  確保水稻產量與品質
",like
986,"苗栗區農業改良場發佈水稻白葉枯病警報
",505,"水稻白葉枯病、紋枯病、瘤野螟部份地區發生嚴重，苗栗區農改場籲請農民適期防治
",like
986,"苗栗區農業改良場發佈水稻白葉枯病警報
",129,"連日豪雨水稻白葉枯病易發生，請農友加強注意病徵，及時防範，避免損失。高雄農改場、防檢局及田邊好幫手關心您。
",like
